"00006","ENT","11/09/2012","07:57","001"
"08329","ENT","11/09/2012","08:01","001"
"00011","SAL","11/09/2012","12:03","001"
"00006","SAL","11/09/2012","12:03","001"
"00011","ENT","11/09/2012","13:02","001"
"00006","ENT","11/09/2012","13:02","001"
"08329","SAL","11/09/2012","18:02","001"
"00006","SAL","11/09/2012","18:04","001"
"00011","SAL","11/09/2012","18:05","001"
"47273","ENT","12/09/2012","07:55","001"
"00006","ENT","12/09/2012","07:55","001"
"00012","ENT","12/09/2012","07:55","001"
"00011","ENT","12/09/2012","07:56","001"
"08329","ENT","12/09/2012","08:08","001"
"00011","SAL","12/09/2012","12:01","001"
"00006","SAL","12/09/2012","12:01","001"
"00012","SAL","12/09/2012","12:03","001"
"08329","SAL","12/09/2012","12:04","001"
"00012","ENT","12/09/2012","12:56","001"
"00011","ENT","12/09/2012","12:57","001"
"00006","ENT","12/09/2012","12:57","001"
"08329","ENT","12/09/2012","13:09","001"
"08329","ENT","12/09/2012","18:01","001"
"08329","SAL","12/09/2012","18:01","001"
"00006","SAL","12/09/2012","18:01","001"
"00012","SAL","12/09/2012","18:02","001"
"00011","SAL","12/09/2012","18:02","001"
"00007","ENT","17/09/2012","07:55","001"
"00006","ENT","17/09/2012","07:55","001"
"00011","ENT","17/09/2012","07:56","001"
"08329","ENT","17/09/2012","08:08","001"
"00011","ENT","17/09/2012","12:02","001"
"00011","SAL","17/09/2012","12:02","001"
"00006","SAL","17/09/2012","12:02","001"
"00011","SAL","17/09/2012","12:59","001"
"00011","ENT","17/09/2012","12:59","001"
"00007","SAL","17/09/2012","13:03","001"
"00007","ENT","17/09/2012","13:53","001"
"00011","ENT","17/09/2012","18:00","001"
"00011","ENT","17/09/2012","18:00","001"
"00011","SAL","17/09/2012","18:00","001"
"00007","SAL","17/09/2012","18:01","001"
"08329","SAL","17/09/2012","18:04","001"
"00007","ENT","18/09/2012","07:50","001"
"00011","ENT","18/09/2012","08:00","001"
"08329","ENT","18/09/2012","08:00","001"
"00007","SAL","18/09/2012","13:50","001"
"00007","ENT","18/09/2012","14:53","001"
"00011","ENT","18/09/2012","15:01","001"
